Id,Price
725,162791.39531372653
15856,246812.0100769009
5480,102923.94934493834
15664,286977.803233104
14275,126672.37505459414
7633,190694.00331783938
13329,148227.6824274885
5502,210729.09559382068
4220,319375.85670161736
11538,204339.10625965617
15975,264091.043083282
3310,209584.7912081712
9286,147370.57153879138
11260,190825.19401007204
5214,121841.64167826754
11307,180187.90965676453
13543,391429.7806789261
615,164398.45453235245
3495,200002.7733741466
2321,230049.9053476875
12046,192419.92504482777
16688,133149.38924282003
12694,208532.45309882602
783,157285.61354304015
8968,171285.12501853178
13454,172290.98528134805
12190,218662.50609949877
11160,122451.06728570219
10291,187606.48770818292
891,276862.2866285573
2982,180205.65107431883
3818,271123.4242867781
2449,160929.87354902775
8317,175814.7614071685
4922,172893.53551538574
1257,246433.60983497355
9348,213814.4684886015
4176,173548.13458626083
10704,166705.20887840894
6624,117145.7216502196
5428,175187.3019518937
12749,179441.0683043148
8994,236581.9515024139
11513,132443.63280692304
3047,216631.9930060811
9519,232107.1407178356
12309,241421.45875549514
14081,254664.98583529735
8334,286520.15019352443
6343,176416.2937887722
14788,125975.28559149342
15748,308602.9252170347
153,228391.9299118247
14149,179026.7165504461
269,182779.24845006055
5452,113224.16332252823
721,143855.82559264443
5079,300349.14378508175
2831,140805.94674458154
10614,121206.0022414969
10131,336285.18441576895
9996,313466.4536796925
3061,199277.3804914151
11733,312378.29693143745
3726,205663.15786267683
10929,207256.06746376818
9011,269331.2066707704
16182,267073.1354163845
4976,168822.27969678363
9897,228721.33197599935
1872,183556.50778392536
9205,331222.315974114
5403,419694.0776399971
14074,173078.2562064814
6268,148495.78447360796
14232,177218.62149988872
8532,204321.4187229935
7034,350472.76603682665
6553,530496.7137490211
3133,161609.50031893552
8596,196196.33528789034
12389,223646.37273698434
14462,176573.40750730233
8860,332726.526337281
8377,275603.93704785366
6367,336647.70516729064
6917,242535.15393611856
4216,198133.18526353367
5806,171794.43276572725
5438,175994.17595439815
6632,225938.69454699985
2650,157023.72701165985
5396,167873.73551378984
4044,156185.62782748984
1345,266699.1240550762
856,172655.87484226484
12791,251259.81694755986
12499,210761.5972159862
12249,130777.42918786661
14641,156904.9639866771
1919,163170.97774623285
7848,196654.94452864086
10749,167333.07997612417
15554,179848.81703119393
15834,225740.78178072293
1355,168127.7542930114
15451,188036.63700226226
12401,213731.0655669981
10290,176294.6440486581
9462,142960.2927809977
3103,240913.34804937613
3420,131649.2300495361
12262,242318.36244354228
5032,149822.69031370542
8949,360839.1821022455
15567,233746.46544235782
16389,167072.43610193665
7809,111066.79536158948
8990,186472.99696034446
16089,241190.85540829503
12743,119356.37719565348
5132,131144.2427716176
1619,267735.0311250618
2428,101018.02290050821
16741,160822.16676545714
13193,225532.13301619576
12588,489529.7813354289
5067,160714.62432749328
14685,127511.99920460112
2292,144056.94654900464
5746,136346.5877813871
12578,146043.51627410928
14834,193307.49997890787
2147,166246.82866938802
8222,131672.30517930884
10419,243239.52650038592
11492,216787.71774975653
3006,220996.42276145157
8761,185721.29753426026
15371,344786.1555700745
16367,155913.24285058974
6317,244258.24002397005
10878,296444.1422714363
3895,164124.44109267977
8041,138883.4207052262
13428,428229.63293870236
14669,147701.86358088153
1006,175970.72087897494
12271,174456.78628261242
3764,398695.3775407482
7675,202411.9212023477
11709,286690.8959068879
8629,148766.45573331747
1105,299449.13352004206
6096,190840.53304929222
11727,210214.37885631152
5157,156200.9144359411
3679,149654.90459797185
1755,141696.07374633907
7391,192697.42017826726
7425,112723.9304462076
6882,326245.61912770063
10752,375576.42218656914
7472,276641.10621592443
14320,115724.13362863705
9596,162835.81197982098
5317,201436.48149739756
7378,96260.209113453
16154,179262.51647509652
3464,191757.06063864657
4197,217143.8998497438
9477,117324.35564548019
12705,195852.13209917926
16426,201064.31570654683
1481,84731.69676049001
9946,245521.02914624236
12025,209828.62840251965
5341,240959.1996125102
9923,311680.13784641505
7953,248268.45559411583
11066,248658.15152372644
5037,174086.370476913
2509,197440.80682975613
4937,298423.23517250037
12089,389107.24942647177
4964,188040.43014282885
16500,273128.70451751957
4625,142300.88561379458
2363,430610.3239164838
8148,195580.9662702741
3804,179891.30880833472
4584,158718.74276599512
10694,120944.38283623794
2691,169463.1153051224
2983,207901.01150538432
13563,406505.46460526163
10747,214393.8407830027
1721,200687.33847066163
2789,242077.17860548213
7214,256971.57201244417
8659,247378.14561561283
5107,302894.64061843517
3843,240168.30122268738
14610,381141.5352580311
15505,172100.18419400114
5060,230803.55769553818
16055,271917.7956998335
14963,187016.3525561349
4118,136811.48647163386
1672,180360.0659844682
3209,176811.649900827
16515,132182.63045197254
973,174706.04456670844
12529,190366.3060123357
5896,124707.21292012303
5450,268735.7716870409
3249,208020.13209734848
8911,175114.70315060785
5898,223468.08588293218
1024,182570.41672679927
4766,193626.32000194557
15804,185190.9978102046
14303,189661.55140282173
10707,175939.64675953123
6605,192954.58392277296
1138,303706.0591964125
14088,402572.5439492151
9154,174489.24309126995
8190,202353.39176454867
398,274807.57503061934
13302,277239.8616058384
9696,138426.12271132378
16786,124794.53338095825
16230,201346.49844305153
6552,188542.46218959207
923,225147.96780816556
9602,292683.64374522
5857,239884.98038625132
8120,167785.96720516303
7134,197063.82959387093
11726,178292.43366592607
8069,128235.8283856067
12420,175542.46849634417
8604,195754.6861693346
4854,278764.2531643745
12212,177653.38268454655
12099,361361.691131956
3882,357992.2144847248
6995,365960.2006144549
10172,211333.87374117554
11672,335627.44977331243
12897,292348.2550766695
16097,191690.36428813977
6779,276755.97901057865
11199,191592.4963793732
10816,339060.5867991326
143,432548.17935282533
5399,248658.15152372644
3286,156757.23538822331
13706,158655.49571559226
1935,397268.79841863224
16000,162727.25392324143
2860,186033.12362950624
11407,244608.44740345576
16378,243837.49637756622
12278,179677.0720617789
3842,198643.44530642754
2692,343607.15375967155
7699,176203.77945918438
6825,268805.07115705893
7268,222386.5316601489
1477,383279.94200828206
9887,185730.80654559153
9436,180402.02675902515
3179,268901.62727167824
1350,483440.5929904382
10643,218313.11196525308
5793,206411.80219528044
11494,366049.7227017609
4206,231863.44308945554
12419,230593.87886208025
8530,209832.50334407698
5985,167937.81014556123
8908,221867.61543116719
256,131144.2427716176
7234,191925.60648993173
5648,219267.83225305803
3014,207183.03751510696
2184,177711.03615290596
9189,308477.055207273
14884,185109.30513053777
10333,161543.1041967436
15896,145537.30788848817
13269,167384.09943497166
8603,224040.8941553481
15087,170761.82418476293
4344,178975.07737979764
7981,85994.29017034399
10908,245947.7228358385
6190,169394.16665379214
11742,210146.72978188735
9224,158433.88309157695
14667,195575.6492437577
458,179603.7133469582
2464,343862.0360217826
12320,258194.40012541844
278,189460.45443364294
2912,199552.2637247347
6698,203758.42996031
4510,131798.03864065805
4183,194920.70440623022
5551,226962.16667184993
12187,148227.6824274885
7948,217511.10144723268
10808,184277.9916984573
12432,196365.30139227794
5356,181312.17709498497
8984,546903.1926903584
9203,183973.0830895248
15412,115262.90258864977
12041,129276.81776587816
7644,265882.32750719844
7071,187461.85914601514
10685,179919.34604204606
6763,290406.59730750084
940,125398.32554496116
14959,200687.33847066163
1338,162835.81197982098
5351,144430.56663757324
6524,200831.2616090769
12516,155507.89871489714
3288,279595.56684633525
3146,245214.38767880324
3954,180124.7620926874
11955,154292.19358673465
1211,241350.47263382163
15668,204401.8596458231
1320,115262.90258864977
9108,164715.4601434159
16482,315792.78264588217
5017,156583.39980249418
8290,216040.61978525817
4304,382257.1515964644
1930,223917.9239597841
12530,176542.80371134388
11295,304461.47091580014
3002,148689.7974699978
15483,150377.95415897656
11525,196899.24778962453
13978,143908.0829006999
4885,148353.6570807217
8325,177473.37299402707
3630,145236.1600594611
9165,186881.91500783683
13945,240210.81419875222
10663,183757.29684832474
14803,176573.40750730233
7621,168918.80941533908
8205,240210.81419875222
10387,200687.33847066163
5457,151334.0801905008
10234,319886.47510405903
6251,172754.97576100507
701,237153.90610958877
7930,175637.30842498638
15028,156231.45037389934
12172,102160.2829205772
5805,196518.5319761237
7411,293752.4305397867
14806,187134.29743450868
7890,166460.78356541714
10440,124159.87143972081
14926,160988.12916819367
5381,167117.06843558396
3800,369405.6527268057
